gun,pap,cadence,perks,seed,round,dog,count,hp_each,total_hp,max_alive,spawn_interval,walk,run,sprint,time_to_clear_s,shots,hits,kills,reload_s,hp_per_s,points,drops,refills,damage_taken,hp_bars,contact_frac,contact_zsec,peak_alive,first_contact_s
rpk,0,fixed,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,78.02,514,392,51,32.32,748.8,6870,2,1,26880,268.8,0.868,467.4,17,4.28
rpk,0,fixed,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,79.32,580,452,56,27.70,877.2,7920,4,1,30900,309.0,0.871,543.1,18,4.22
rpk,0,fixed,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,98.80,699,535,61,36.93,839.7,9480,3,1,68700,687.0,0.914,1207.1,24,5.05
rpk,0,fixed,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,120.62,845,645,67,46.17,830.1,10720,4,2,96960,969.6,0.962,1709.4,24,4.15
rpk,0,fixed,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,23.67,162,123,18,9.23,794.1,2450,1,0,4824,48.2,0.895,112.8,8,2.48
rpk,0,fixed,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,160.35,1145,915,78,60.02,880.1,14370,3,2,150900,1509.0,0.980,2657.9,24,2.97
rpk,0,fixed,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,181.20,1331,1051,83,64.63,921.8,15980,4,3,187620,1876.2,0.978,3306.2,24,3.97
rpk,0,fixed,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,217.10,1587,1241,89,78.48,902.2,18100,4,3,228540,2285.4,0.985,4014.8,24,3.23
rpk,0,fixed,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,36.93,263,211,21,13.85,869.0,3480,0,0,8496,85.0,0.935,203.4,8,2.40
rpk,0,fixed,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,309.82,2291,1747,101,110.80,877.1,24000,2,5,348480,3484.8,0.990,6124.4,24,3.20
rpk,0,fixed,,20260729,21,0,107,2983,312618,24,0.537,0,24,83,339.03,2524,1981,107,120.03,922.1,27000,4,6,390000,3900.0,0.991,6861.2,24,3.10
rpk,0,fixed,,20260729,22,0,113,3281,360910,24,0.487,0,24,89,388.88,2889,2260,113,138.50,928.1,30290,4,7,453660,4536.6,0.991,7984.6,24,3.53
rpk,0,fixed,,20260729,23,1,25,3609,55940,8,0.210,0,2,23,67.88,462,359,25,27.70,824.1,5240,0,1,16920,169.2,0.962,401.7,8,2.58
rpk,0,fixed,,20260729,24,0,125,3970,486722,24,0.405,0,29,96,522.27,3908,3045,125,184.67,931.9,38780,4,9,618180,6181.8,0.994,10917.5,24,3.17
rpk,0,fixed,,20260729,25,0,131,4367,561596,24,0.367,0,25,106,599.95,4491,3509,131,212.37,936.1,43440,4,11,719160,7191.6,0.994,12699.7,24,3.32
rpk,0,legacy,,20260729,1,0,6,150,900,24,1.379,6,0,0,11.53,13,10,6,9.23,78.0,560,0,0,0,0.0,0.000,0.0,3,-1.00
rpk,0,legacy,,20260729,2,0,10,250,2500,24,1.375,10,0,0,16.78,30,20,10,13.85,149.0,860,1,0,0,0.0,0.000,0.0,3,-1.00
rpk,0,legacy,,20260729,3,0,14,350,4900,24,1.323,14,0,0,22.50,41,34,14,18.47,217.8,1320,1,0,0,0.0,0.000,0.0,4,-1.00
rpk,0,legacy,,20260729,4,0,18,450,8100,24,1.324,18,0,0,26.23,77,63,18,18.47,308.8,1690,2,0,0,0.0,0.000,0.0,4,-1.00
rpk,0,legacy,,20260729,5,1,9,550,3069,8,0.700,6,3,0,7.28,25,20,9,4.62,421.4,930,0,0,108,1.1,0.265,2.2,6,3.12
rpk,0,legacy,,20260729,6,0,27,650,17290,24,1.197,18,9,0,34.73,159,126,27,18.47,497.8,3010,1,0,240,2.4,0.083,2.9,5,4.13
rpk,0,legacy,,20260729,7,0,31,750,22200,24,1.129,17,14,0,38.67,197,154,31,18.47,574.1,3650,3,0,240,2.4,0.106,4.1,5,4.33
rpk,0,legacy,,20260729,8,0,36,850,30090,24,1.113,26,10,0,45.23,261,196,36,18.47,665.2,4280,3,0,120,1.2,0.036,1.6,5,4.15
rpk,0,legacy,,20260729,9,0,41,950,38000,24,1.093,15,26,0,52.30,329,258,41,18.47,726.6,5230,3,0,1560,15.6,0.253,24.7,6,5.65
rpk,0,legacy,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,13.85,89,69,14,4.62,654.9,1630,0,0,1584,15.8,0.690,35.7,8,4.30
rpk,0,legacy,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,84.78,514,392,51,32.32,689.1,6870,2,1,36720,367.2,0.893,641.3,21,4.28
rpk,0,legacy,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,87.03,580,452,56,27.70,799.4,7920,4,1,43440,434.4,0.919,758.5,22,4.22
rpk,0,legacy,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,108.13,699,535,61,36.93,767.2,9560,3,1,81840,818.4,0.948,1441.0,24,5.05
rpk,0,legacy,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,132.07,845,645,67,46.17,758.2,10760,4,2,112200,1122.0,0.969,1979.1,24,4.15
rpk,0,legacy,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,25.80,162,123,18,9.23,728.4,2450,1,0,5328,53.3,0.904,126.3,8,2.48
rpk,0,legacy,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,175.95,1145,915,78,60.02,802.1,14410,3,2,169740,1697.4,0.983,2994.7,24,2.97
rpk,0,legacy,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,199.35,1331,1051,83,64.63,837.9,15980,4,3,209880,2098.8,0.980,3693.1,24,3.97
rpk,0,legacy,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,238.72,1587,1241,89,78.48,820.5,18100,4,3,254760,2547.6,0.986,4475.0,24,3.23
rpk,0,legacy,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,40.50,263,211,21,13.85,792.5,3480,0,0,9540,95.4,0.941,227.0,8,2.40
rpk,0,legacy,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,341.30,2291,1747,101,110.80,796.2,24000,2,5,386460,3864.6,0.991,6795.9,24,3.20
rpk,0,legacy,,20260729,21,0,107,2983,312618,24,0.537,0,24,83,373.90,2524,1981,107,120.03,836.1,27000,4,6,432420,4324.2,0.992,7611.7,24,3.10
rpk,0,legacy,,20260729,22,0,113,3281,360910,24,0.487,0,24,89,428.83,2889,2260,113,138.50,841.6,30290,4,7,502200,5022.0,0.992,8849.7,24,3.53
rpk,0,legacy,,20260729,23,1,25,3609,55940,8,0.210,0,2,23,74.20,462,359,25,27.70,753.9,5240,0,1,18720,187.2,0.965,445.1,8,2.58
rpk,0,legacy,,20260729,24,0,125,3970,486722,24,0.405,0,29,96,576.50,3908,3045,125,184.67,844.3,38740,4,9,684960,6849.6,0.995,12095.6,24,3.17
rpk,0,legacy,,20260729,25,0,131,4367,561596,24,0.367,0,25,106,662.23,4491,3509,131,212.37,848.0,43440,4,11,795420,7954.2,0.995,14063.9,24,3.32
pm63,0,fixed,,20260729,1,0,6,150,900,24,1.379,6,0,0,10.37,15,12,6,8.47,86.8,540,0,0,0,0.0,0.000,0.0,2,-1.00
pm63,0,fixed,,20260729,2,0,10,250,2500,24,1.375,10,0,0,15.05,40,29,10,12.70,166.1,950,1,0,0,0.0,0.000,0.0,2,-1.00
pm63,0,fixed,,20260729,3,0,14,350,4900,24,1.323,14,0,0,19.32,74,59,14,14.82,253.7,1490,1,0,0,0.0,0.000,0.0,3,-1.00
pm63,0,fixed,,20260729,4,0,18,450,8100,24,1.324,18,0,0,25.90,113,92,18,19.05,312.7,2100,2,0,0,0.0,0.000,0.0,2,-1.00
pm63,0,fixed,,20260729,5,1,9,550,3069,8,0.700,6,3,0,9.40,47,37,9,6.35,326.5,1020,0,0,36,0.4,0.083,0.8,4,8.62
pm63,0,fixed,,20260729,6,0,27,650,17290,24,1.197,18,9,0,39.30,250,196,27,23.28,439.9,3790,2,1,300,3.0,0.104,4.4,6,8.98
pm63,0,fixed,,20260729,7,0,31,750,22200,24,1.129,17,14,0,49.98,320,244,31,29.63,444.1,4510,3,1,5700,57.0,0.540,95.2,10,9.07
pm63,0,fixed,,20260729,8,0,36,850,30090,24,1.113,26,10,0,62.05,413,319,36,35.98,484.9,5630,3,1,13380,133.8,0.717,232.1,13,16.27
pm63,0,fixed,,20260729,9,0,41,950,38000,24,1.093,15,26,0,81.98,533,409,41,48.68,463.5,6700,3,2,34680,346.8,0.919,604.7,20,5.65
pm63,0,fixed,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,20.93,129,103,14,12.70,433.3,1970,0,0,2952,29.5,0.773,68.4,8,4.75
pm63,0,fixed,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,123.13,827,642,51,71.97,474.4,9570,2,4,91320,913.2,0.953,1612.7,24,5.40
pm63,0,fixed,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,144.72,975,737,56,84.67,480.8,10930,4,4,118980,1189.8,0.965,2104.7,24,5.08
pm63,0,fixed,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,162.98,1104,878,61,95.25,509.0,12910,2,5,147420,1474.2,0.969,2603.6,24,5.05
pm63,0,fixed,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,201.78,1367,1065,67,118.53,496.2,15160,4,6,193200,1932.0,0.979,3404.3,24,4.15
pm63,0,fixed,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,36.12,240,196,18,21.17,520.4,3020,1,1,7776,77.8,0.916,184.8,8,2.48
pm63,0,fixed,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,277.32,1886,1485,78,162.98,508.9,19990,3,9,291240,2912.4,0.980,5124.1,24,2.97
pm63,0,fixed,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,333.38,2297,1751,83,194.73,501.0,22940,4,11,365160,3651.6,0.988,6430.4,24,3.97
pm63,0,fixed,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,375.97,2586,2033,89,220.13,521.0,26180,4,12,419160,4191.6,0.991,7377.5,24,3.23
pm63,0,fixed,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,64.58,434,332,21,38.10,496.9,4810,0,2,16272,162.7,0.963,387.1,8,2.40
pm63,0,fixed,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,521.57,3584,2810,101,306.92,521.0,34910,3,17,603060,6030.6,0.994,10652.2,24,3.20
pm63,0,fixed,,20260729,21,0,107,2983,312618,24,0.537,0,24,83,609.68,4221,3273,107,357.72,512.8,39440,4,20,713880,7138.8,0.995,12613.2,24,3.10
pm63,0,fixed,,20260729,22,0,113,3281,360910,24,0.487,0,24,89,695.88,4818,3778,113,408.52,518.6,44790,4,24,822180,8221.8,0.995,14539.8,24,3.53
pm63,0,fixed,,20260729,23,1,25,3609,55940,8,0.210,0,2,23,111.05,756,584,25,65.62,503.7,7610,1,3,30240,302.4,0.977,723.3,8,2.58
pm63,0,fixed,,20260729,24,0,125,3970,486722,24,0.405,0,29,96,938.63,6501,5060,125,552.45,518.5,58730,4,32,1135680,11356.8,0.997,20116.7,24,3.17
pm63,0,fixed,,20260729,25,0,131,4367,561596,24,0.367,0,25,106,1074.78,7459,5820,131,632.88,522.5,66550,4,37,1307220,13072.2,0.997,23157.3,24,3.32
pm63,0,legacy,,20260729,1,0,6,150,900,24,1.379,6,0,0,10.40,15,12,6,8.47,86.5,540,0,0,0,0.0,0.000,0.0,2,-1.00
pm63,0,legacy,,20260729,2,0,10,250,2500,24,1.375,10,0,0,15.23,40,29,10,12.70,164.1,950,1,0,0,0.0,0.000,0.0,2,-1.00
pm63,0,legacy,,20260729,3,0,14,350,4900,24,1.323,14,0,0,19.75,74,59,14,14.82,248.1,1490,1,0,0,0.0,0.000,0.0,3,-1.00
pm63,0,legacy,,20260729,4,0,18,450,8100,24,1.324,18,0,0,24.60,113,92,18,16.93,329.3,2100,2,0,0,0.0,0.000,0.0,3,-1.00
pm63,0,legacy,,20260729,5,1,9,550,3069,8,0.700,6,3,0,9.68,47,37,9,6.35,316.9,1020,0,0,36,0.4,0.069,0.7,4,8.62
pm63,0,legacy,,20260729,6,0,27,650,17290,24,1.197,18,9,0,40.88,250,196,27,23.28,422.9,3790,2,1,900,9.0,0.262,13.6,7,24.67
pm63,0,legacy,,20260729,7,0,31,750,22200,24,1.129,17,14,0,52.03,320,244,31,29.63,426.6,4510,3,1,7320,73.2,0.631,124.1,11,12.02
pm63,0,legacy,,20260729,8,0,36,850,30090,24,1.113,26,10,0,64.65,413,319,36,35.98,465.4,5630,3,1,16080,160.8,0.746,277.8,15,16.27
pm63,0,legacy,,20260729,9,0,41,950,38000,24,1.093,15,26,0,85.30,533,409,41,48.68,445.5,6700,3,2,38340,383.4,0.928,674.8,20,5.65
pm63,0,legacy,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,21.77,129,103,14,12.70,416.7,1970,0,0,3168,31.7,0.782,73.4,8,4.75
pm63,0,legacy,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,128.37,827,642,51,71.97,455.1,9570,2,4,97380,973.8,0.957,1720.7,24,5.40
pm63,0,legacy,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,151.00,976,738,56,84.67,460.8,10820,4,4,126540,1265.4,0.966,2236.3,24,5.08
pm63,0,legacy,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,169.92,1103,877,61,95.25,488.3,12780,2,5,155640,1556.4,0.970,2745.8,24,5.05
pm63,0,legacy,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,210.33,1367,1065,67,118.53,476.0,15160,4,6,202860,2028.6,0.980,3578.6,24,4.15
pm63,0,legacy,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,37.63,240,196,18,21.17,499.4,3020,1,1,8136,81.4,0.922,194.6,8,2.48
pm63,0,legacy,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,289.25,1886,1485,78,162.98,487.9,19990,3,9,305580,3055.8,0.981,5371.2,24,2.97
pm63,0,legacy,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,347.80,2297,1751,83,194.73,480.3,22940,4,11,381960,3819.6,0.989,6727.9,24,3.97
pm63,0,legacy,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,392.13,2586,2033,89,220.13,499.5,26180,4,12,437940,4379.4,0.992,7716.9,24,3.23
pm63,0,legacy,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,67.32,434,332,21,38.10,476.8,4810,0,2,16956,169.6,0.964,405.1,8,2.40
pm63,0,legacy,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,543.85,3584,2810,101,306.92,499.7,34910,3,17,629820,6298.2,0.994,11127.9,24,3.20
pm63,0,legacy,,20260729,21,0,107,2983,312618,24,0.537,0,24,83,635.93,4221,3273,107,357.72,491.6,39440,4,20,745560,7455.6,0.995,13175.7,24,3.10
pm63,0,legacy,,20260729,22,0,113,3281,360910,24,0.487,0,24,89,725.73,4818,3778,113,408.52,497.3,44790,4,24,858060,8580.6,0.995,15181.8,24,3.53
pm63,0,legacy,,20260729,23,1,25,3609,55940,8,0.210,0,2,23,115.75,756,584,25,65.62,483.3,7610,1,3,31608,316.1,0.978,755.5,8,2.58
pm63,0,legacy,,20260729,24,0,125,3970,486722,24,0.405,0,29,96,978.65,6501,5060,125,552.45,497.3,58730,4,32,1184700,11847.0,0.997,20991.0,24,3.17
pm63,0,legacy,,20260729,25,0,131,4367,561596,24,0.367,0,25,106,1120.95,7459,5820,131,632.88,501.0,66550,4,37,1364100,13641.0,0.997,24171.4,24,3.32
m1911,0,fixed,,20260729,1,0,6,150,900,24,1.379,6,0,0,9.17,18,15,6,6.07,98.2,570,0,0,0,0.0,0.000,0.0,2,-1.00
m1911,0,fixed,,20260729,2,0,10,250,2500,24,1.375,10,0,0,17.15,52,38,10,10.62,145.8,1040,1,0,0,0.0,0.000,0.0,3,-1.00
m1911,0,fixed,,20260729,3,0,14,350,4900,24,1.323,14,0,0,31.03,90,73,14,19.72,157.9,1590,1,1,1260,12.6,0.456,20.2,6,16.35
m1911,0,fixed,,20260729,4,0,18,450,8100,24,1.324,18,0,0,44.88,138,111,18,27.30,180.5,2370,2,1,5760,57.6,0.680,99.8,9,13.82
m1911,0,fixed,,20260729,5,1,9,550,3069,8,0.700,6,3,0,19.97,62,48,9,12.13,153.7,970,0,0,1692,16.9,0.763,38.6,7,4.42
m1911,0,fixed,,20260729,6,0,27,650,17290,24,1.197,18,9,0,103.12,320,243,27,62.18,167.7,4340,2,3,46020,460.2,0.939,812.7,19,4.13
m1911,0,fixed,,20260729,7,0,31,750,22200,24,1.129,17,14,0,130.70,404,317,31,78.87,169.9,5160,3,5,78720,787.2,0.933,1387.4,23,4.33
m1911,0,fixed,,20260729,8,0,36,850,30090,24,1.113,26,10,0,182.18,568,431,36,109.20,165.2,6590,4,7,133080,1330.8,0.966,2352.0,24,4.15
m1911,0,fixed,,20260729,9,0,41,950,38000,24,1.093,15,26,0,220.17,687,541,41,131.95,172.6,8020,2,8,179640,1796.4,0.974,3170.7,24,5.65
m1911,0,fixed,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,53.05,166,126,14,31.85,171.0,2120,1,1,11124,111.2,0.919,264.5,8,4.30
m1911,0,fixed,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,342.03,1068,811,51,204.75,170.8,11460,2,13,329580,3295.8,0.987,5801.8,24,4.28
m1911,0,fixed,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,386.20,1210,952,56,230.53,180.2,13280,4,15,388200,3882.0,0.989,6840.1,24,4.22
m1911,0,fixed,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,457.40,1434,1125,61,273.00,181.4,15340,2,17,475620,4756.2,0.989,8391.9,24,5.05
m1911,0,fixed,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,556.30,1743,1377,67,332.15,180.0,17880,4,21,593100,5931.0,0.993,10477.5,24,4.15
m1911,0,fixed,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,108.47,337,267,18,65.22,173.3,3850,1,4,27900,279.0,0.977,667.9,8,2.48
m1911,0,fixed,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,802.80,2515,1930,78,479.27,175.8,24360,4,31,899520,8995.2,0.996,15922.1,24,2.97
m1911,0,fixed,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,926.07,2906,2257,83,552.07,180.4,28160,3,36,1052280,10522.8,0.996,18640.9,24,3.97
m1911,0,fixed,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,1066.22,3347,2637,89,635.48,183.7,32020,4,41,1228980,12289.8,0.997,21779.3,24,3.23
m1911,0,fixed,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,184.87,577,449,21,110.72,173.6,5860,1,7,49428,494.3,0.987,1179.8,8,2.40
m1911,0,fixed,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,1519.68,4772,3705,101,905.45,178.8,43500,2,59,1807740,18077.4,0.998,32062.3,24,3.20
m1911,0,fixed,,20260729,21,0,107,2983,312618,24,0.537,0,24,83,1741.15,5467,4250,107,1037.40,179.5,49370,4,68,2070360,20703.6,0.998,36734.3,24,3.10
m1911,0,fixed,,20260729,22,0,113,3281,360910,24,0.487,0,24,89,1984.97,6231,4873,113,1183.00,181.8,55860,4,77,2383860,23838.6,0.998,42301.2,24,3.53
m1911,0,fixed,,20260729,23,1,25,3609,55940,8,0.210,0,2,23,311.92,975,767,25,186.55,179.3,9320,0,12,88164,881.6,0.992,2099.5,8,2.58
m1911,0,fixed,,20260729,24,0,125,3970,486722,24,0.405,0,29,96,2715.90,8527,6609,125,1618.28,179.2,74460,4,106,3310980,33109.8,0.999,58631.0,24,3.17
m1911,0,fixed,,20260729,25,0,131,4367,561596,24,0.367,0,25,106,3090.32,9703,7583,131,1841.23,181.7,84460,4,121,3811140,38111.4,0.999,67381.9,24,3.32
m1911,0,legacy,,20260729,1,0,6,150,900,24,1.379,6,0,0,9.22,18,15,6,6.07,97.6,570,0,0,0,0.0,0.000,0.0,2,-1.00
m1911,0,legacy,,20260729,2,0,10,250,2500,24,1.375,10,0,0,17.37,52,38,10,10.62,144.0,1040,1,0,0,0.0,0.000,0.0,3,-1.00
m1911,0,legacy,,20260729,3,0,14,350,4900,24,1.323,14,0,0,31.42,90,73,14,19.72,156.0,1590,1,1,1320,13.2,0.470,22.3,6,16.35
m1911,0,legacy,,20260729,4,0,18,450,8100,24,1.324,18,0,0,45.45,138,111,18,27.30,178.2,2370,2,1,6060,60.6,0.688,104.8,9,13.82
m1911,0,legacy,,20260729,5,1,9,550,3069,8,0.700,6,3,0,20.23,62,48,9,12.13,151.7,970,0,0,1764,17.6,0.771,39.8,7,4.42
m1911,0,legacy,,20260729,6,0,27,650,17290,24,1.197,18,9,0,104.48,320,243,27,62.18,165.5,4340,2,3,46980,469.8,0.943,831.0,19,4.13
m1911,0,legacy,,20260729,7,0,31,750,22200,24,1.129,17,14,0,132.43,404,317,31,78.87,167.6,5160,3,5,79860,798.6,0.934,1415.0,23,4.33
m1911,0,legacy,,20260729,8,0,36,850,30090,24,1.113,26,10,0,184.65,568,431,36,109.20,163.0,6590,4,7,135600,1356.0,0.967,2393.5,24,4.15
m1911,0,legacy,,20260729,9,0,41,950,38000,24,1.093,15,26,0,223.15,687,541,41,131.95,170.3,8020,2,8,182640,1826.4,0.975,3223.1,24,5.65
m1911,0,legacy,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,53.75,166,126,14,31.85,168.8,2120,1,1,11304,113.0,0.920,268.7,8,4.30
m1911,0,legacy,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,346.67,1068,811,51,204.75,168.5,11460,2,13,334620,3346.2,0.988,5888.2,24,4.28
m1911,0,legacy,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,391.48,1210,952,56,230.53,177.7,13280,4,15,393900,3939.0,0.989,6941.9,24,4.22
m1911,0,legacy,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,463.65,1434,1125,61,273.00,178.9,15340,2,17,482460,4824.6,0.989,8513.8,24,5.05
m1911,0,legacy,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,563.90,1743,1377,67,332.15,177.6,17880,4,21,601440,6014.4,0.993,10627.5,24,4.15
m1911,0,legacy,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,109.92,337,267,18,65.22,171.0,3850,1,4,28224,282.2,0.977,677.2,8,2.48
m1911,0,legacy,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,813.77,2515,1930,78,479.27,173.4,24360,4,31,912120,9121.2,0.996,16146.4,24,2.97
m1911,0,legacy,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,938.77,2906,2257,83,552.07,177.9,28160,3,36,1067160,10671.6,0.996,18902.2,24,3.97
m1911,0,legacy,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,1080.83,3347,2637,89,635.48,181.2,32020,4,41,1246560,12465.6,0.997,22083.9,24,3.23
m1911,0,legacy,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,187.37,577,449,21,110.72,171.3,5860,1,7,50076,500.8,0.987,1196.2,8,2.40
m1911,0,legacy,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,1540.55,4772,3705,101,905.45,176.4,43500,2,59,1832640,18326.4,0.998,32508.7,24,3.20
m1911,0,legacy,,20260729,21,0,107,2983,312618,24,0.537,0,24,83,1765.05,5467,4250,107,1037.40,177.1,49370,4,68,2099160,20991.6,0.998,37244.0,24,3.10
m1911,0,legacy,,20260729,22,0,113,3281,360910,24,0.487,0,24,89,2012.20,6231,4873,113,1183.00,179.4,55860,4,77,2416860,24168.6,0.998,42887.0,24,3.53
m1911,0,legacy,,20260729,23,1,25,3609,55940,8,0.210,0,2,23,316.15,975,767,25,186.55,176.9,9320,0,12,89424,894.2,0.992,2128.6,8,2.58
m1911,0,legacy,,20260729,24,0,125,3970,486722,24,0.405,0,29,96,2753.18,8527,6609,125,1618.28,176.8,74460,4,106,3357360,33573.6,0.999,59441.6,24,3.17
m1911,0,legacy,,20260729,25,0,131,4367,561596,24,0.367,0,25,106,3132.73,9703,7583,131,1841.23,179.3,84460,4,121,3864420,38644.2,0.999,68312.8,24,3.32
